"user_id","password","pwned"
"martin.h@outlook.com","vikingblood","True"
"mhansen","VikingBlood!EmbSys@2024","False"
"sarah.d@gmail.com","beachbum","True"
"sdavies","BeachBum!SolArch#Secure","False"
"hiroshi.n@yahoo.com","cherryblossom","True"
"hnakamura","CherryBlossom!SysAdmin@24","False"
"elena.v@protonmail.com","winteriscoming","True"
"evolkov","WinterIsComing!Blockchain#23","False"
"miguel.s@gmail.com","tacolover","True"
"msanchez","TacoLover!BackendDev@2024","False"
"grace.l@example.com","catmommy","True"
"glee","CatMommy!ProjMgr#Secure23","False"
"alex.t@hotmail.com","guitarfingers","True"
"aturner","GuitarFingers!DataAnalyst@24","False"
"nora.a@gmail.com","desertrose","True"
"nalfarsi","DesertRose!MLEngineer#2024","False"
"sofia.rossi.qs@example.com","pastaitaly","True"
"srossi","PastaItaly$Roma77","False"
"david.miller.crane@example.com","bigrigs","True"
"dmiller","BigRigs#Operator!1","False"
"chen.li.safety@example.com","dragonkungfu","True"
"cli","DragonKungFu!CN_88","False"
"isabella.costa.cad@example.com","beachlife","True"
"icosta","BeachLife@Brazil!10","False"
"raj.singh.plumb@example.com","cricketfan","True"
"rsingh","CricketFan@India!11","False"
"maria.gomez.mason@example.com","famfirst","True"
"mgomez","FamFirst_Spain#2023","False"
"axel.j.estimate@example.com","vikingboat","True"
"ajensen","VikingBoat!Norway_123","False"
"sophie.m.survey@example.com","naturehike","True"
"smartin","NatureHike$Canada!55","False"
"chloe.s.struct@example.com","doglover","True"
"csmith","DogLover!Max_2020","False"
"giovanni.b.plan@example.com","vesparide","True"
"gbruno","VespaRide!Italy#1960","False"
"abdul.r.inspect@example.com","falconhunt","True"
"arahman","FalconHunt_Qatar#1","False"
"mei.lin.carp@example.com","teahouse","True"
"mlin","TeaHouse!China_888","False"
"patrick.k.roof@example.com","guinnessfan","True"
"pkelly","GuinnessFan!Ireland#1759","False"
"ingrid.s.glaze@example.com","northernlights","True"
"isvensson","NorthernLights$Sweden!2024","False"
"sofia.rod@web.net","artlover","True"
"srodriguez","Ar7L0v3r!2023","False"
"david.m@safemail.co.za","safefirst","True"
"dmokoena","S@f3F!rst_2024","False"
"sarah.chen@fashion.cn","fashionista","True"
"schen","F@sh!0n!st@#NYC","False"
"olivia.w@hrmail.com","peoplefirst","True"
"owhite","P30pl3F!rst_HR","False"
"jamal.a@logistics.ng","fastlane","True"
"jadebayo","F@stL@n3!D3liv3r","False"
"isabelle.m@marketing.ca","creativedesigns","True"
"imartin","Cr3@t!v3D3s!gns!","False"
"emily.j@homemail.us","homecomfort","True"
"ejohnson","H0m3C0mf0rt!_HQ","False"
"daniel.s@swedenmail.se","ikeafurniture","True"
"dsvensson","!k3@Furn!tur3#Stockholm","False"
"mark.d@safeguard.uk","secureworld","True"
"mdavies","S3cur3W0rld!_LP","False"
"isabella.g@beauty.mx","makeuplover","True"
"igarcia","M@k3upL0v3r!_MX","False"
"finn.a@techstore.dk","techgeek","True"
"fandersen","T3chG33k!_Dk","False"
"fatima.registrar@yahoo.com","desertrose","True"
"falmansoori","D3sertR0se!2023Uni","False"
"wei.lin.tech@gmail.com","techwizard","True"
"wlin","T3chW!zard#Educ@te","False"
"gabriel.silva.fm@yahoo.com","builditup","True"
"gsilva","Bu!ld!tUp#F@c!l!t!es","False"
"olivia.k.teacher@gmail.com","littlehearts","True"
"ojohnson","L!ttleH3arts!K1nd3r","False"
"marcus.dean@outlook.com","studentfirst","True"
"mbrown","StUd3ntF!rst#D3an24","False"
"nora.admissions@gmail.com","futurestudent","True"
"npetersen","FUtur3StUd3nt!Adm!ss!ons","False"
"oscar.vp@yahoo.com","kidsrock","True"
"owong","K!dsR0ck#M!ddl3Sch00l","False"
"robert.history@outlook.com","pasttimes","True"
"rdavies","P@stT!m3s#H!st0ryT3ach","False"
"sarah.nurse@gmail.com","healthykids","True"
"sgreen","H3althyK!ds#Sch00lNurs3","False"
"thomas.cs@protonmail.com","binarycode","True"
"tmueller","B!n@ryC0d3#C0mpSc!Prof","False"
"valentina.admin@yahoo.com","organizeit","True"
"vpetrova","0rg@n!z3!t#Un!Adm!n24","False"
"mateo.r@web.net","intermilan89","True"
"MRossi","InterMilan89!PManager","False"
"daniel.k@koreamail.net","starcraftpro","True"
"DKim","StarCraftPro!CADTech","False"
"sofia.a@mail.se","naturelover","True"
"SAndersson","NatureLover!EnviroCon","False"
"carlos.r@latinmail.net","safetymind","False"
"CRivera","SafetyMind!Officer#23","False"
"tom.o@irishmail.ie","celticpride","True"
"TOConnell","CelticPride!CraneOp#","False"
"rajesh.g@indiamail.org","moneyman88","True"
"RGupta","MoneyMan88!Finance#","False"
"jan.k@polandmail.pl","sparky123","True"
"JKowalski","Sparky123!Electrician","False"
"akira.s@japanmail.jp","ironman7","True"
"ASuzuki","IronMan7!Welding#Job","False"
"chloe.w@outlook.co.uk","safetyfirst","True"
"CWhite","SafetyFirst!H&SInsp","False"
"marcello.r@italymail.it","waterflow","True"
"MRomano","WaterFlow!Plumber@Site","False"
"nadia.h@egmail.com","pyramidpower","True"
"NHassan","PyramidPower!FM@2024","False"
"liam.m@ireland.com","coolbreeze","True"
"LMurphy","CoolBreeze!HVACtech#","False"
"sofia.g@mexico.net","fiestaforever","True"
"SGonzalez","FiestaForever!Worker24","False"
"maria.rod@yahoo.com","soccerfan","True"
"mrodriguez03","S0cc3rF@n_School","False"
"smithj@protonmail.com","gamerboy01","True"
"jsmithit","G@m3rB0y!01_IT","False"
"liam.oc@outlook.com","dublin2000","True"
"loconnell06","Dblin@2000_Advise","False"
"wei.chen@yahoo.com","readalot","True"
"wchenlib","R3@d@L0t!Lib","False"
"isabella.r@gmail.com","artlover","True"
"irossi08","ArtL0v3r!Rome","False"
"david.kim@outlook.com","scienceguy","True"
"dkimsci","Sc1enc3Guy!K","False"
"sophie.d@protonmail.com","paris1995","True"
"sdubois10","P@ris#1995_Admin","False"
"mateo.g@gmail.com","historybuff","True"
"mgarcia11","H1storyBuff!Dean","False"
"chloe.wong@outlook.com","doglover","True"
"cwongeng","D0gL0v3r!Pup","False"
"raj.p@yahoo.com","cricketfan","True"
"rpatel13","Cr1ck3tF@n!Lab","False"
"elena.p@gmail.com","travelbug","True"
"epetrova14","Tr@v3lBug#Adm","False"
"sam.j@protonmail.com","quantum7","True"
"sjohnsonphys","Qu@ntum#7_Phy","False"
"aisha.k@outlook.com","kindheart","True"
"akhan16","K1ndH3@rt!GCS","False"
"olivia.d@yahoo.com","pianoplay","True"
"odavies18","Pian0Pl@y!Mus","False"
"kenji.s@protonmail.com","tokyo2020","True"
"ksatoexc","T0ky0#2020_Intl","False"
"grace.n@gmail.com","faithhope","True"
"gnjoroge20","F@ithH0p3!Reg","False"
"lucas.m@outlook.com","berlinwall","True"
"lmullerhist","B3rl1nW@ll!Hist","False"
"priya.s@yahoo.com","policypro","False"
"psingh22","P0l1cyPr0!EdP","False"
"alex.r@gmail.com","sportslife","True"
"arossicoach","Sp0rtsL1f3!Cch","False"
"emily.w@protonmail.com","learnfast","True"
"ewhitecd","L3@rnF@st!Cur","False"
"carlos.l@outlook.com","unilife101","True"
"clopezsu","Un1L1f3#101_SU","False"
"anya.sharma@example.com","yogalove","True"
"asharma78","Y0gal0ve!2023","False"
"hiroshi.t@mail.jp","gamerking","True"
"htanaka55","GamerK1ng#2024!","False"
"maria.r@email.com","mykidsarebest","True"
"mrodriguez10","MyK!dsAreB3st@B@nk","False"
"davidchen@proton.me","chelseafc","True"
"dchen42","Chelseafc!2023","False"
"f.diallo@inbox.com","safariadventure","True"
"fdiallo99","Safar!Adv3nture@#","False"
"liamoconnell@outlook.ie","guinnesspint","True"
"loconnell17","GuinnessP!nt$2023","False"
"sofia.p@mail.ru","balletqueen","True"
"spetrova22","B@lletQu3en!2023","False"
"ben.dubois@email.fr","parisjetaime","True"
"bdubois33","P@risJeta!me#B@nk","False"
"chloe.k@kmail.com","kdramafan","True"
"ckim88","Kdram@F@n!2023","False"
"omar.h@example.net","desertrose","True"
"ohassan66","D3sertR0se@!2023","False"
"isabella.r@email.it","pastalover","True"
"irossi44","P@staL0ver#HR23","False"
"julian.m@web.de","techgeek","True"
"jmuller77","T3chG3ek!D@ta","False"
"camila.s@email.br","sambaheart","False"
"csantos21","SambaH3art!Mktg","False"
"ethan.d@devmail.com","codingisfun","True"
"edavis01","C0ding!sFun#F!nTech","False"
"sophie.m@legal.fr","bookworm","True"
"smartin11","B00kW0rm!L3g@l","False"
"raj.p@mail.in","cricketfan","True"
"rpatel34","Cr!cketF@n#Ops","False"
"kenji.s@mail.jp","mountfuji","True"
"ksato87","M0untFuji!Wm@23","False"
"aisha.k@email.pk","familyfirst","True"
"akhan19","F@m!lyF!rst#C0mply","False"
"ricardo.s@email.pt","oceanbreeze","True"
"rsilva67","0ceanBr3eze!Cr3d!t","False"
"grace.l@email.kr","smarttech","True"
"glee20","Sm@rtT3ch!D!g!t@l","False"
"michael.b@email.com","numbersguy","True"
"mbrown05","Numb3rsGuy!Acc0unt","False"
"lena.s@email.de","winelover","True"
"lschmidt13","W!neL0ver!Pr!v@te","False"
"carlos.m@email.mx","mexicanculture","True"
"cmorales24","M3x!c@nCultvr3!Trsy","False"
"emily.w@email.ca","canadianeh","True"
"ewhite30","C@n@d!anEh!F!n@dv","False"
"javier.gomez@email.mx","futbolfan","True"
"jgomez","FutbolF@n!Fr@udPrvnt","False"
"isabella.silva@email.br","sambaqueen","True"
"isilva","S@mbaQu33n!L0anOff","False"
"oliver.brown@email.com","golfswing","True"
"obrown","GolfSwing_WealthM@n!","False"
"samuel.kim@email.kr","starcraft","True"
"skim","St@rcraft!CyberS3c","False"
"elena.popova@email.ru","balletlove","True"
"epopova","B@lletL0ve!M0rtg@ge","False"
"grace.oconnell@email.ie","irishdance","True"
"goconnell","Ir!shD@nce_L3gal23","False"
"hiroshi.sato@email.jp","origamifun","True"
"hsato","OrigamiFun!Qu@ntAn@lyst","False"
"nia.jones@email.co.za","safariadventure","True"
"njones","S@fariAdv!HR_C00rd","False"
"lucas.martins@email.pt","surfinglife","True"
"lmartins","SurfingL!fe_W3althA$$ist","False"
"rohan.patel@email.au","beachbum","True"
"rpatel","B3@chBum!Cr3d!tAn@lyst","False"
"gabriela.sanchez@email.ar","tangodancer","True"
"gsanchez","T@ngoD@ncer!Acc0unt!ng","False"
"elena.rod.design@gmail.com","sunflowerlove","True"
"erodriguez","Sunfl0werL0ve_UX!","False"
"liwei.ml@outlook.com","dragonheart","True"
"lwei","Dr@gonH3art_ML#25","False"
"sofia.it.support@gmail.com","balletdancer","True"
"spetrova","B@lletDanc3r_IT!","False"
"juan.m.net@protonmail.com","mountainbike","True"
"jmartinez","M0unta!nBik3_N3t#","False"
"sarah.o.writer@gmail.com","irishroots","True"
"soconnell","!rishR00ts_Writ3r","False"
"olivia.k.data@yahoo.com","kpopfan","True"
"okim","Kp0pF@n_An@lyst!","False"
"noah.m.back@protonmail.com","guitargod","True"
"nmiller","Gu!tarG0d_B@ck3nd#","False"
"sophia.g.ai@gmail.com","futuretech","True"
"sgarcia","Futur3T3ch_A!R3s!","False"
"lucas.s.embed@gmail.com","robotlover","True"
"lsilva","R0b0tL0v3r_Emb3d#","False"
"maria.s.ui@yahoo.com","artisticmind","True"
"mschmidt","Art!sticM!nd_U!D3v!","False"
"jessica.b.growth@gmail.com","marketingwiz","True"
"jbrown","M@rk3t!ngW!z_Gr0wth!","False"
"daniel.k.tech@protonmail.com","safariadventure","True"
"dkimani","S@fariAdv3ntur3_T3ch!","False"
"aisha.k.dev@gmail.com","codingninja","True"
"AKhan345","C0dingNinja!SecureDev23","False"
"liam.datafan@yahoo.com","footballfan","True"
"LOConnell88","F00tballFan#Analytics2023","False"
"mei.uxdesign@outlook.com","catlover","True"
"MLin721","C@tL0ver$!UserExp","False"
"javier.pm@protonmail.com","travelbug","True"
"JRdrgz101","Tr@velBug!Pr0ductMgr!","False"
"sophie.sec@gmail.com","mysecret","True"
"SDubois404","MyS3cret!An@lyst#247","False"
"kenji.cloud@icloud.com","sushiroll","True"
"KTanaka55","Sush!R0ll$#Arch!tect","False"
"priya.qa@gmail.com","bakingqueen","True"
"PSharma12","B@kingQu3en!QAtest!","False"
"david.net@yahoo.com","techguy","True"
"DMiller99","T3chGuy!N3tAdm!n!","False"
"maria.webdev@gmail.com","sunshine","True"
"MGarcia22","Sunsh!ne#FronT3ndDev","False"
"omar.devops@outlook.com","linuxfan","True"
"OHassan11","L!nuxFan!D3v0ps#2023","False"
"chloe.apps@gmail.com","coffeelover","True"
"CKim77","C0ffeeL0ver!M0bileApps#","False"
"anil.dba@protonmail.com","datamaster","True"
"ASingh33","D@taM@ster!DBA#SQL!","False"
"lena.ai@gmail.com","futuretech","True"
"LPettrova50","Futur3T3ch!A!ML#Eng","False"
"marco.it@yahoo.com","gamerboy","True"
"MRossi20","G@merB0y!IT$upport!","False"
"emily.docs@gmail.com","bookworm","True"
"EChen606","B00kW0rm!T3chDocs#","False"
"diego.sys@outlook.com","serverguy","True"
"DPerez41","S3rverGuy!SysAdm!n#","False"
"sarah.biz@gmail.com","logicqueen","True"
"SJones19","L0gicQu3en!B!zAn@lyst","False"
"pat.embed@gmail.com","robotics","True"
"PMurphy88","R0b0tics!Emb3dd3d#","False"
"nurul.pm@protonmail.com","organizer","True"
"NHuda07","0rgan!zer!Pr0jectMgr#","False"
"gabriel.seceng@gmail.com","firewall","True"
"GSilva13","F!rewall$!S3curityEng","False"
"chloe.data@yahoo.com","datastream","True"
"CMiller91","D@taStr3am!D@taEng#","False"
"hiroshi.games@outlook.com","pixelart","True"
"HSato202","P!xelArt!G@meD3v#","False"
"fatima.ml@gmail.com","algoflow","False"
"FZahra17","Alg0Flow!ML3ng!n33r#","False"
"ben.sre@gmail.com","uptimeking","False"
"BCarter303","Upt!meK!ng!SRE#2024","False"
"elena.techlead@protonmail.com","innovate","True"
"EPopova05","Inn0vate!T3chL3ad#","False"
"fal.wealth@gmail.com","DesertRose","True"
"falfarsi","DesertRose@WealthMgmt!24","False"
"gabriel.risk@outlook.com","SambaRhythm","False"
"gcosta","SambaRhythm#RiskMgmt!2024","False"
"isabella.hrbp@gmail.com","HikingTrails","False"
"ischmidt","HikingTrails!HRPartner#24","False"
"samuel.it.support@hotmail.com","TechGeek","True"
"sbrown","TechGeek!ITSupport@Bank24","False"
"mai.nguyen.ops@outlook.com","LotusFlower","True"
"nmaithi","LotusFlower#Operations!2024","False"
"jessica.mortgage@gmail.com","HomeSweet","True"
"jdavies","HomeSweetHome!Mortgage24","False"
"paulo.fx.trader@yahoo.com","FastCars","True"
"psantos","FastCars!FXTrading#2024","False"
"lena.ibanking@outlook.com","SkiSlopes","False"
"lhansen","SkiSlopes!InvestmentBank24","False"
"an.sharma@yahoo.in","myfamilylove","True"
"ASha_CE","MyF@milyL0ve!ConstruCtion_24","False"
"hiro.t@outlook.jp","kendochamp","True"
"HTanakaBIM","K3ndoCh@mp!BIM_C0nstrUct","False"
"maria.r.pm@hotmail.com","mexicancoffee","True"
"MRodPM","M3xic@nC0ffee!Pr0ject_Mgmt","False"
"davidchen_eng@gmail.com","dragon88","True"
"DChen_SE","Dr@g0n88!StructEng_C0nstr","False"
"fatima.alfarsi@yahoo.com","desertrose","True"
"FAlFarsiQS","D3sertR0se!QS_C0nstrUcti0n","False"
"b.dubois.arch@gmail.com","parisjetaime","True"
"BDUBOIS_ARC","P@risJ3tAime!Architect_2024","False"
"sofia.rossi.fm@outlook.it","vespalover","True"
"SRossiFM","V3sp@L0v3r!F@cilities_Mgmt","False"
"kwasi.m.ops@gmail.com","blackstar7","True"
"KMensah_HEO","Bl@ckSt@r7!EquipOps_C0nstr","False"
"elena.petrova.est@mail.ru","siberianhusky","True"
"EP_EST","Sib3ri@nHusky!Estimate_C0nstr","False"
"daniel.k.ee@gmail.com","taekwondo!","True"
"DKimEE","T@ekwonD0!!Electr0_C0nstr","False"
"isabella.s.safety@yahoo.com","cariocagirl","True"
"ISantos_SO","C@rioc@Girl!S@fety_C0nstrUct","False"
"kenji.n.cad@outlook.jp","animefanatic","True"
"KN_CAD","@nimeF@n@tic!CAD_C0nstrUct","False"
"chloe.m.env@gmail.com","surfbeach","True"
"CMiller_EC","S@rfB3ach!EnvC0nsult_C0nstr","False"
"omar.h.proc@yahoo.com","nileking","True"
"OHassan_PM","N!leK!ng_Pr0cur3m3nt_C0nstr","False"
"lena.s.hvac@gmail.com","oktoberfest","True"
"LSchmidt_HVAC","Okt0berF3st!HV@C_C0nstrUct","False"
"rajesh.k.mason@outlook.in","cricketlover","True"
"RKumar_MSN","Crick3tL0ver!M@s0nry_C0nstr","False"
"aisha.k.qs@gmail.com","familyfirst","True"
"AKhan_QS","F@milyF1rst!QS_C0nstrUcti0n","False"
"ricardo.s.crane@yahoo.pt","seafaring","True"
"RSilva_CO","S3@f@ring!Cr@ne_0per@tor","False"
"chloe.d.carp@gmail.com","mapleleafs","True"
"CDubois_CARP","M@pl3L3afs!Carp3ntry_C0nstr","False"
"johan.e.weld@outlook.se","vikingpower","True"
"JEriksson_WLD","V!kingP0wer!Weld!ng_C0nstr","False"
"gabriela.p.survey@gmail.com","tangodancer","True"
"GPerez_SRV","T@ng0D@nc3r!Survey_C0nstrUct","False"
"max.m.plumb@yahoo.de","beerstein","True"
"MMuller_PL","B33rSt3in!Plumb!ng_C0nstrUct","False"
"olivia.s.lab@gmail.com","footballfan","True"
"OSmith_LAB","F00tb@llF@n!L@b0r_C0nstrUct","False"
"chen.w.geo@outlook.com","greatwall","True"
"CWei_GE","Gr3@tW@ll!G30T3ch_C0nstrUct","False"
"carlos.r@mailhost.net","futbolfan","True"
"cramirez","FuTb0lF@n#PR0Ject!","False"
"emily.chen@email.org","catlover","True"
"echen","MyC@tLover!2024","False"
"fatima.ali@privatemail.co","desertrose","True"
"fali","D3s3rtR0s3_QS2024#","False"
"jeanluc.d@personal.fr","myparis","True"
"jldubois","MyP@r!s#Op3r@t0r","False"
"karen.smith@mailservice.us","gardener","True"
"ksmith","G@rd3n3r_HRC0nst!","False"
"maria.g@latinmail.mx","sunshine","True"
"mgonzalez","SunSh!ne_Adm!n2024#","False"
"noahk@koreanmail.kr","techgeek","True"
"nkim","T3chG33k!C@DPr0j","False"
"pjones@safemail.uk","safezone","True"
"pjones","S@f3Z0n3!S@f3ty","False"
"qing.li@chinamail.cn","mountainhike","False"
"qli","M0unt@!nH!k3_G30Tech","False"
"rob.white@mywelding.com","hotmetal","True"
